_id,numberShort,uicCountryCode,sloid,number,checkDigit,validFrom,validTo,designationOfficial,designationLong,abbreviation,operatingPoint,operatingPointWithTimetable,stopPoint,stopPointType,freightServicePoint,trafficPoint,borderPoint,hasGeolocation,isoCountryCode,cantonName,cantonFsoNumber,cantonAbbreviation,districtName,districtFsoNumber,municipalityName,fsoNumber,localityName,operatingPointType,operatingPointTechnicalTimetableType,meansOfTransport,categories,operatingPointTrafficPointType,operatingPointRouteNetwork,operatingPointKilometer,operatingPointKilometerMasterNumber,sortCodeOfDestinationStation,businessOrganisation,businessOrganisationNumber,businessOrganisationAbbreviationDe,businessOrganisationAbbreviationFr,businessOrganisationAbbreviationIt,businessOrganisationAbbreviationEn,businessOrganisationDescriptionDe,businessOrganisationDescriptionFr,businessOrganisationDescriptionIt,businessOrganisationDescriptionEn,fotComment,lv95East,lv95North,wgs84East,wgs84North,height,creationDate,editionDate,status
12634,100,85,ch:1:sloid:100,8500100,8,2021-04-01,9999-12-31,Tavannes,,TA,true,true,true,ORDERLY,true,true,false,true,CH,Bern,2,BE,Jura bernois,241,Tavannes,713,Tavannes,,,TRAIN,PARK_AND_RAIL,,true,true,8500100,01008,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2582049.837,1229906.622,7.20164538962,47.21984466031,754.17,2017-11-09 20:57:04,2024-04-08 09:26:06,VALIDATED
12635,121,85,ch:1:sloid:121,8500121,4,2021-04-01,9999-12-31,Courfaivre,,CFV,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Delémont,2601,Haute-Sorne,6729,Courfaivre,,,TRAIN,,,true,true,8500121,00121,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2588854.779,1242701.98,7.29116574222,47.33508312532,450.99,2017-11-09 20:57:48,2024-04-08 09:26:06,VALIDATED
12636,103,85,ch:1:sloid:103,8500103,2,2022-05-13,9999-12-31,Sorvilier,,SOR,true,true,true,ORDERLY,false,true,false,true,CH,Bern,2,BE,Jura bernois,241,Sorvilier,711,Sorvilier,,,TRAIN,,,true,true,8500103,,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2589942.2096,1232056.8976,7.30579360416,47.23935383043,681.07,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12639,120,85,ch:1:sloid:120,8500120,6,2021-04-01,9999-12-31,Courtételle,,CTT,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Delémont,2601,Courtételle,6710,Courtételle,,,TRAIN,PARK_AND_RAIL,,true,true,8500120,01206,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2590879.959,1243559.687,7.31794276824,47.34282900859,436.9,2017-11-09 20:57:46,2024-04-08 09:26:06,VALIDATED
12640,102,85,ch:1:sloid:102,8500102,4,2021-04-01,9999-12-31,Malleray-Bévilard,,MB,true,true,true,ORDERLY,false,true,false,true,CH,Bern,2,BE,Jura bernois,241,Valbirse,717,Malleray,,,TRAIN,,,true,true,8500102,,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2587682.108,1231990.071,7.2759462665,47.23871419185,698.18,2017-11-09 20:57:10,2024-04-08 09:26:06,VALIDATED
12642,123,85,ch:1:sloid:123,8500123,0,2021-04-01,9999-12-31,Glovelier,,GLO,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Delémont,2601,Haute-Sorne,6729,Glovelier,,,TRAIN,PARK_AND_RAIL,,true,true,8500123,01230,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2582668.271,1242730.974,7.20931276817,47.33520951994,504.99,2017-11-09 20:57:51,2024-04-08 09:26:06,VALIDATED
12643,141,85,ch:1:sloid:141,8500141,2,2021-04-01,9999-12-31,Courchavon,,CCH,true,true,true,ORDERLY,false,true,false,true,CH,Jura,26,JU,Porrentruy,2603,Courchavon,6783,Courchavon,,,TRAIN,,,true,true,8500141,,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2571261.824,1254401.376,7.05764595582,47.4397743973,405.84,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12645,122,85,ch:1:sloid:122,8500122,2,2021-04-01,9999-12-31,Bassecourt,,BSC,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Delémont,2601,Haute-Sorne,6729,Bassecourt,,,TRAIN,,,true,true,8500122,01222,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2585505.492,1242887.574,7.24684623351,47.33668687681,477.81,2017-11-09 20:57:49,2024-04-08 09:26:06,VALIDATED
12646,125,85,ch:1:sloid:125,8500125,5,2021-04-01,9999-12-31,Courgenay,,CG,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Porrentruy,2603,Courgenay,6784,Courgenay,,,TRAIN,PARK_AND_RAIL,,true,true,8500125,01255,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2576267.074,1250537.88,7.12420504386,47.40522617646,488.09,2017-11-09 20:57:56,2024-04-08 09:26:06,VALIDATED
12647,104,85,ch:1:sloid:104,8500104,0,2021-04-01,9999-12-31,Court,,CT,true,true,true,ORDERLY,true,true,false,true,CH,Bern,2,BE,Jura bernois,241,Court,690,Court,,,TRAIN,,,true,true,8500104,01040,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2592692.146,1232191.49,7.34210987773,47.24060091564,665.7,2017-11-09 20:57:12,2024-04-08 09:26:06,VALIDATED
12649,101,85,ch:1:sloid:101,8500101,6,2021-04-01,9999-12-31,Reconvilier,,REC,true,true,true,ORDERLY,true,true,false,true,CH,Bern,2,BE,Jura bernois,241,Reconvilier,703,Reconvilier,,,TRAIN,,,true,true,8500101,01016,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2584006.598,1231612.441,7.22741792534,47.23523833294,728.5,2017-11-09 20:57:07,2024-04-08 09:26:06,VALIDATED
12651,124,85,ch:1:sloid:124,8500124,8,2021-04-01,9999-12-31,St-Ursanne,,SU,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Porrentruy,2603,Clos du Doubs,6808,St-Ursanne,,,TRAIN,,,true,true,8500124,01248,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2579404.016,1246354.138,7.16595705354,47.36770290339,491.5,2017-11-09 20:57:53,2024-04-08 09:26:06,VALIDATED
12653,144,85,ch:1:sloid:144,8500144,6,2021-04-01,9999-12-31,Buix,,BX,true,true,true,ORDERLY,false,true,false,true,CH,Jura,26,JU,Porrentruy,2603,Basse-Allaine,6807,Buix,,,TRAIN,,,true,true,8500144,,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2569196.944,1258810.209,7.02996726363,47.47933325623,381.62,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12654,127,85,ch:1:sloid:127,8500127,1,2021-04-01,9999-12-31,Courtemaîche,,CTM,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Porrentruy,2603,Basse-Allaine,6807,Courtemaîche,,,TRAIN,,,true,true,8500127,01271,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2571099.681,1256191.682,7.05538017512,47.45586918374,397.16,2017-11-09 20:58:02,2024-04-08 09:26:06,VALIDATED
12656,126,85,ch:1:sloid:126,8500126,3,2021-04-01,9999-12-31,Porrentruy,,POR,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Porrentruy,2603,Porrentruy,6800,Porrentruy,,,TRAIN,PARK_AND_RAIL,,true,true,8500126,01263,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2572944.253,1252296.688,7.08007728509,47.42091638308,422.81,2017-11-09 20:57:59,2024-04-08 09:26:06,VALIDATED
12658,109,85,ch:1:sloid:109,8500109,9,2021-04-01,9999-12-31,Delémont,,DMT,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Delémont,2601,Delémont,6711,Delémont,,,TRAIN,PARK_AND_RAIL,,true,true,8500109,01099,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2593309.758,1245689.284,7.3500633234,47.36201270009,412.74,2017-11-09 20:57:22,2024-04-08 09:26:06,VALIDATED
12661,159,85,ch:1:sloid:159,8500159,4,2021-04-01,9999-12-31,Grenchen Nord,,GN,true,true,true,ORDERLY,true,true,false,true,CH,Solothurn,11,SO,Lebern,1107,Grenchen,2546,Grenchen,,,TRAIN,PARK_AND_RAIL,,true,true,8500159,1594,ch:1:sboid:100043,62,BLS-mlb,BLS-mlb,BLS-mlb,BLS-mlb,BLS AG (mlb),BLS AG (mlb),BLS AG (mlb),BLS AG (mlb),,2596285.828,1226751.247,7.38961866289,47.1916982051,466.6,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12663,128,85,ch:1:sloid:128,8500128,9,2021-04-01,9999-12-31,Boncourt,,BCT,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Porrentruy,2603,Boncourt,6774,Boncourt,,,TRAIN,BORDER_POINT,,true,true,8500128,01289,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2568193.717,1260294.177,7.01655175225,47.49263186836,373.45,2017-11-09 21:38:02,2024-04-08 09:26:06,VALIDATED
12675,135,85,ch:1:sloid:135,8500135,4,2021-04-01,9999-12-31,Pontenet,,PON,true,true,true,ORDERLY,false,true,false,true,CH,Bern,2,BE,Jura bernois,241,Valbirse,717,Pontenet,,,TRAIN,,,true,true,8500135,,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2586032.476,1232008.656,7.25415925791,47.23884832498,711.77,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12676,162,85,ch:1:sloid:162,8500162,8,2022-03-09,9999-12-31,Tramelan-Dessous,,TRDE,true,true,true,ORDERLY,false,true,false,true,CH,Bern,2,BE,Jura bernois,241,Tramelan,446,Tramelan,,,TRAIN,,,true,true,8500162,,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2575317.25214,1230224.28509,7.11274363867,47.22248378123,880.0,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12677,113,85,ch:1:sloid:113,8500113,1,2021-04-01,9999-12-31,Laufen,,LFN,true,true,true,ORDERLY,true,true,false,true,CH,Basel-Landschaft,13,BL,Laufen,1302,Laufen,2787,Laufen,,,TRAIN,PARK_AND_RAIL,,true,true,8500113,01131,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2604830.479,1252061.853,7.50263613094,47.41934648352,355.15,2017-11-09 20:57:30,2024-04-08 09:26:06,VALIDATED
12679,165,85,ch:1:sloid:165,8500165,1,2022-03-09,9999-12-31,Le Pied-d'Or,,PIEO,true,true,true,ORDERLY,false,true,false,true,CH,Bern,2,BE,Jura bernois,241,Tramelan,446,Les Reussilles,,,TRAIN,,,true,true,8500165,,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2571036.0499,1230201.62165,7.05622164099,47.22210552172,1005.0,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12682,136,85,ch:1:sloid:136,8500136,2,2021-04-01,9999-12-31,Basel Dreispitz,,BSDH,true,true,true,ORDERLY,false,true,false,true,CH,Basel-Stadt,12,BS,,,Basel,2701,Basel,,,TRAIN,,,true,true,8500136,,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2612873.394,1265203.694,7.60959592012,47.53743606333,277.0,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12684,164,85,ch:1:sloid:164,8500164,4,2022-03-09,9999-12-31,Tramelan-Chalet,,TRCH,true,true,true,ORDERLY,false,true,false,true,CH,Bern,2,BE,Jura bernois,241,Tramelan,446,Tramelan,,,TRAIN,,,true,true,8500164,,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2573769.8863,1230347.60256,7.09230696596,47.2235331322,959.0,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12685,115,85,ch:1:sloid:115,8500115,6,2021-04-01,9999-12-31,Grellingen,,GREL,true,true,true,ORDERLY,true,true,false,true,CH,Basel-Landschaft,13,BL,Laufen,1302,Grellingen,2786,Grellingen,,,TRAIN,PARK_AND_RAIL,,true,true,8500115,01156,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2611568.423,1254511.424,7.59198835479,47.44129489524,322.37,2017-11-09 20:57:35,2024-04-08 09:26:06,VALIDATED
12686,167,85,ch:1:sloid:167,8500167,7,2022-03-09,9999-12-31,Les Breuleux-Eglise,,BREL,true,true,true,ORDERLY,false,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Les Breuleux,6743,Les Breuleux,,,TRAIN,,,true,true,8500167,,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2566955.55612,1229211.54378,7.00242153863,47.21300817767,1051.0,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12687,114,85,ch:1:sloid:114,8500114,9,2021-04-01,9999-12-31,Zwingen,,ZWG,true,true,true,ORDERLY,true,true,false,true,CH,Basel-Landschaft,13,BL,Laufen,1302,Zwingen,2793,Zwingen,,,TRAIN,PARK_AND_RAIL,,true,true,8500114,01149,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2606928.488,1253670.82,7.53046303135,47.4337991873,346.65,2017-11-09 20:57:32,2024-04-08 09:26:06,VALIDATED
12688,169,85,ch:1:sloid:169,8500169,3,2022-04-11,9999-12-31,Muriaux,,MUAU,true,true,true,ORDERLY,false,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Muriaux,6753,Muriaux,,,TRAIN,,,true,true,8500169,,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2565673.8593,1232688.6013,6.98523676724,47.24421696729,963.0,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12689,175,85,ch:1:sloid:175,8500175,0,2021-04-01,9999-12-31,Le Creux-des-Biches,,CREB,true,true,true,ORDERLY,false,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Le Noirmont,6754,Le Noirmont,,,TRAIN,,,true,true,8500175,,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2562270.319,1228178.402,6.94066200359,47.20346400033,1012.9,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12690,117,85,ch:1:sloid:117,8500117,2,2021-04-01,9999-12-31,Aesch BL,,AE,true,true,true,ORDERLY,true,true,false,true,CH,Basel-Landschaft,13,BL,Arlesheim,1301,Aesch (BL),2761,Aesch BL,,,TRAIN,PARK_AND_RAIL,,true,true,8500117,01172,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2612398.052,1257453.914,7.60306821023,47.46774466229,298.73,2017-11-09 20:57:38,2024-04-08 09:26:06,VALIDATED
12691,174,85,ch:1:sloid:174,8500174,3,2022-03-09,9999-12-31,Le Noirmont,,NOMO,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Le Noirmont,6754,Le Noirmont,,,TRAIN,,,true,true,8500174,01743,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2563481.80421,1230371.56323,6.95647271185,47.22325859471,969.0,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12692,191,85,ch:1:sloid:191,8500191,7,2022-04-11,9999-12-31,Saignelégier,,SAIG,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Saignelégier,6757,Saignelégier,,,TRAIN,,,true,true,8500191,01917,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2566358.51867,1233845.33472,6.99419297063,47.25465646195,983.0,2017-11-09 20:58:41,2024-04-08 09:26:06,VALIDATED
12693,171,85,ch:1:sloid:171,8500171,9,2022-03-09,9999-12-31,Les Reussilles,,REUS,true,true,true,ORDERLY,true,true,false,true,CH,Bern,2,BE,Jura bernois,241,Tramelan,446,Les Reussilles,,,TRAIN,,,true,true,8500171,01719,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2573075.63147,1230440.25058,7.08313516691,47.22433843398,1011.0,2017-11-09 20:58:12,2024-04-08 09:26:06,VALIDATED
12694,190,85,ch:1:sloid:190,8500190,9,2022-04-11,9999-12-31,Les Emibois,,EMI,true,true,true,ORDERLY,false,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Muriaux,6753,Les Emibois,,,TRAIN,,,true,true,8500190,,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2565636.67022,1231319.0536,6.98485049167,47.23189669296,955.0,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12695,116,85,ch:1:sloid:116,8500116,4,2021-04-01,9999-12-31,Duggingen,,DUG,true,true,true,ORDERLY,false,true,false,true,CH,Basel-Landschaft,13,BL,Laufen,1302,Duggingen,2785,Duggingen,,,TRAIN,,,true,true,8500116,,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2612430.969,1255864.055,7.60346073631,47.45344485945,312.79,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12696,177,85,ch:1:sloid:177,8500177,6,2021-04-01,9999-12-31,Les Bois,,BOIS,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Les Bois,6742,Les Bois,,,TRAIN,,,true,true,8500177,01776,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2559638.027,1225242.6,6.90618499515,47.17690199352,1028.9,2017-11-09 20:58:26,2024-04-08 09:26:06,VALIDATED
12698,176,85,ch:1:sloid:176,8500176,8,2021-04-01,9999-12-31,Le Boéchet,,BOEC,true,true,true,ORDERLY,false,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Les Bois,6742,Les Bois,,,TRAIN,,,true,true,8500176,,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2560858.086,1227162.819,6.92211199482,47.19424699475,1033.3,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12699,170,85,ch:1:sloid:170,8500170,1,2022-03-09,9999-12-31,Tramelan,,TRAM,true,true,true,ORDERLY,true,true,false,true,CH,Bern,2,BE,Jura bernois,241,Tramelan,446,Tramelan,,,TRAIN,,,true,true,8500170,01701,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2574677.84969,1230264.96931,7.104299475,47.22282543267,888.0,2017-11-09 20:58:08,2024-04-08 09:26:06,VALIDATED
12700,119,85,ch:1:sloid:119,8500119,8,2021-04-01,9999-12-31,Münchenstein,,MST,true,true,true,ORDERLY,true,true,false,true,CH,Basel-Landschaft,13,BL,Arlesheim,1301,Münchenstein,2769,Münchenstein,,,TRAIN,PARK_AND_RAIL,,true,true,8500119,01198,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2613481.875,1262532.235,7.61759669026,47.51339736245,272.72,2017-11-09 20:57:43,2024-04-08 09:26:06,VALIDATED
12701,192,85,ch:1:sloid:192,8500192,5,2022-04-11,9999-12-31,Le Bémont JU,,BEM,true,true,true,ORDERLY,false,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Le Bémont (JU),6741,Le Bémont JU,,,TRAIN,,,true,true,8500192,,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2567869.15325,1234789.98206,7.01408167102,47.26322848007,971.0,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12702,179,85,ch:1:sloid:179,8500179,2,2021-04-01,9999-12-31,La Cibourg,,CIB,true,true,true,ORDERLY,false,true,false,true,CH,Neuchâtel,24,NE,,,La Chaux-de-Fonds,6421,La Cibourg,,,TRAIN,,,true,true,8500179,,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2557887.667,1219164.875,6.88366399811,47.12212599581,1035.9,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12703,195,85,ch:1:sloid:195,8500195,8,2022-04-11,9999-12-31,La Combe,,COMB,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Montfaucon,6751,Montfaucon,,,TRAIN,,,true,true,8500195,01958,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2574344.86526,1237104.37643,7.09951145454,47.2843294826,844.0,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
12704,173,85,ch:1:sloid:173,8500173,5,2022-03-09,9999-12-31,Les Breuleux,,BREU,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Les Breuleux,6743,Les Breuleux,,,TRAIN,,,true,true,8500173,01735,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2567190.952,1228953.78923,7.00554767582,47.21070156074,1021.0,2017-11-09 20:58:17,2024-04-08 09:26:06,VALIDATED
12705,178,85,ch:1:sloid:178,8500178,4,2022-04-11,9999-12-31,La Ferrière,,FER,true,true,true,ORDERLY,true,true,false,true,CH,Bern,2,BE,Jura bernois,241,La Ferrière,435,La Ferrière,,,TRAIN,,,true,true,8500178,01784,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2558692.27555,1221446.2333,6.89405776591,47.14269676821,1005.0,2017-11-09 20:58:29,2024-04-08 09:26:06,VALIDATED
12706,194,85,ch:1:sloid:194,8500194,1,2022-04-11,9999-12-31,Pré-Petitjean,,PREP,true,true,true,ORDERLY,true,true,false,true,CH,Jura,26,JU,Les Franches-Montagnes,2602,Montfaucon,6751,Montfaucon,,,TRAIN,,,true,true,8500194,01941,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2571233.12499,1236309.68464,7.05843149659,47.27705296429,929.0,2017-11-09 20:58:45,2024-04-08 09:26:06,VALIDATED
12707,118,85,ch:1:sloid:118,8500118,0,2021-04-01,9999-12-31,Dornach-Arlesheim,,DOR,true,true,true,ORDERLY,true,true,false,true,CH,Solothurn,11,SO,Dorneck,1104,Dornach,2473,Dornach,,,TRAIN,PARK_AND_RAIL,,true,true,8500118,01180,ch:1:sboid:100001,11,SBB,CFF,FFS,SBB,Schweizerische Bundesbahnen SBB,Chemins de fer fédéraux suisses CFF,Ferrovie federali svizzere FFS,Swiss Federal Railways SBB,,2612999.944,1259776.226,7.61111894185,47.48861983603,294.17,2017-11-09 20:57:40,2024-04-08 09:26:06,VALIDATED
12708,181,85,ch:1:sloid:181,8500181,8,2022-04-11,9999-12-31,La Chaux-d'Abel,,CHXA,true,true,true,ORDERLY,false,true,false,true,CH,Bern,2,BE,Jura bernois,241,La Ferrière,435,La Ferrière,,,TRAIN,,,true,true,8500181,,ch:1:sboid:100024,43,CJ,CJ,CJ,CJ,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,Chemins de fer du Jura,,2559057.76153,1222567.85194,6.89877392115,47.15280804531,994.0,2017-11-09 11:53:05,2024-04-08 09:26:06,VALIDATED
