placeid,name,norm,trainline,joinkey,latitude,longitude
443,APICE S.ARCANGELO BONITO,APICE SAN ARCANGELO BONITO,APICE SANT ARCANGELO BONITO,APICE SANT ARCANGELO BONITO,41.140936,14.918528
444,APRICENA,APRICENA,,APRICENA,41.77849,15.382017
445,APRILIA,APRILIA,,APRILIA,41.592396,12.639183
448,ARAGONA CALDARE,ARAGONA CALDARE,,ARAGONA CALDARE,37.381057,13.63686
449,ARBIA,ARBIA,,ARBIA,43.29444,11.406151
450,ARCE,ARCE,,ARCE,41.583442,13.572551
3594,ARCENE,ARCENE,,ARCENE,45.5747,9.60544
451,ARCISATE,ARCISATE,,ARCISATE,45.8586,8.86246
452,ARCOLA,ARCOLA,,ARCOLA,44.120549,9.913456
453,ARCORE,ARCORE,,ARCORE,45.6238,9.32292
455,ARDENNO MASINO,ARDENNO MASINO,,ARDENNO MASINO,46.1617,9.65042
10,ARDORE,ARDORE,,ARDORE,38.175776,16.207254
457,ARENA PO,ARENA PO,,ARENA PO,45.082017,9.360359
198,ARENZANO,ARENZANO,,ARENZANO,44.403107,8.678276
458,AREZZO,AREZZO,,AREZZO,43.461073,11.875388
459,ARGENTA,ARGENTA,,ARGENTA,44.616223,11.843054
460,ARIANO IRPINO,ARIANO IRPINO,,ARIANO IRPINO,41.181984,15.117438
461,ARONA,ARONA,,ARONA,45.755498,8.559133
462,ARPINO,ARPINO,,ARPINO,41.648722,13.599429
463,ARQUA',ARQUA,,ARQUA,45.007074,11.748892
199,ARQUATA SCRIVIA,ARQUATA SCRIVIA,,ARQUATA SCRIVIA,44.692263,8.885342
464,ARSOLI,ARSOLI,,ARSOLI,42.045838,13.013081
465,ARTEGNA,ARTEGNA,,ARTEGNA,46.229014,13.161268
466,ARVIER,ARVIER,,ARVIER,45.704286,7.166551
11,ASCEA,ASCEA,,ASCEA,40.141222,15.172631
467,ASCIANO,ASCIANO,,ASCIANO,43.235651,11.579958
468,ASCIANO MONTE OLIVETO MAGGIORE,ASCIANO MONTE OLIVETO MAGGIORE,,ASCIANO MONTE OLIVETO MAGGIORE,43.231667,11.563333
469,ASCOLI PICENO,ASCOLI PICENO,,ASCOLI PICENO,42.855434,13.58795
470,ASCOLI SATRIANO,ASCOLI SATRIANO,,ASCOLI SATRIANO,41.219712,15.547625
472,ASOLA,ASOLA,,ASOLA,45.2204,10.4025
473,ASSEMINI,ASSEMINI,,ASSEMINI,39.287382,8.998984
3052,ASSEMINI CARMINE,ASSEMINI CARMINE,,ASSEMINI CARMINE,39.281736,9.014032
3051,ASSEMINI S.LUCIA,ASSEMINI SAN LUCIA,ASSEMINI SANTA LUCIA,ASSEMINI SANTA LUCIA,39.291,8.98938
474,ASSISI,ASSISI,,ASSISI,43.058887,12.585113
475,ASTI,ASTI,,ASTI,44.89479,8.207582
476,ATTIGLIANO-BOMARZO,ATTIGLIANO BOMARZO,,ATTIGLIANO BOMARZO,42.517476,12.295894
480,AUGUSTA,AUGUSTA,,AUGUSTA,37.243387,15.218962
3587,AULLA LUNIGIANA,AULLA LUNIGIANA,,AULLA LUNIGIANA,44.218351,9.97746
483,AVELLINO,AVELLINO,,AVELLINO,40.921135,14.820614
484,AVERSA,AVERSA,,AVERSA,40.973488,14.218426
485,AVEZZANO,AVEZZANO,,AVEZZANO,42.039555,13.426495
486,AVIANO,AVIANO,,AVIANO,46.064466,12.59075
487,AVIGLIANA,AVIGLIANA,,AVIGLIANA,45.083168,7.403524
488,AVIGLIANO LUCANIA,AVIGLIANO LUCANIA,,AVIGLIANO LUCANIA,40.71495,15.785552
489,AVIO,AVIO,,AVIO,45.733645,10.95536
490,AVISE,AVISE,,AVISE,45.706435,7.131583
491,AVOLA,AVOLA,,AVOLA,36.907586,15.125762
564,BADESSE,BADESSE,,BADESSE,43.385546,11.273003
565,BADIA POLESINE,BADIA POLESINE,,BADIA POLESINE,45.09444,11.484735
12,BADOLATO,BADOLATO,,BADOLATO,38.572146,16.56773
566,BAGHERIA,BAGHERIA,,BAGHERIA,38.089803,13.507344
567,BAGNACAVALLO,BAGNACAVALLO,,BAGNACAVALLO,44.412204,11.969649
13,BAGNARA,BAGNARA,,BAGNARA,38.282675,15.800429
569,BAGNASCO,BAGNASCO,,BAGNASCO,44.303056,8.045833
570,BAGNI DI LUCCA,BAGNI DI LUCCA,,BAGNI DI LUCCA,44.003419,10.55169
572,BAGNI DI TIVOLI,BAGNI DI TIVOLI,,BAGNI DI TIVOLI,41.949618,12.722235
573,BAGNOLI AGNANO TERME,BAGNOLI AGNANO TERME,,BAGNOLI AGNANO TERME,40.819476,14.166918
576,BAGNOLO MELLA,BAGNOLO MELLA,,BAGNOLO MELLA,45.4284,10.1837
577,BAIANO DI SPOLETO,BAIANO DI SPOLETO,,BAIANO DI SPOLETO,42.72972,12.679491
5043,BALANGERO,BALANGERO,,BALANGERO,45.2652,7.51953
578,BALDICHIERI-TIGLIOLE,BALDICHIERI TIGLIOLE,,BALDICHIERI TIGLIOLE,44.899185,8.091208
579,BALESTRATE,BALESTRATE,,BALESTRATE,38.053351,13.007364
580,BALSORANO,BALSORANO,,BALSORANO,41.809332,13.556748
3348,BALVANO RICIGLIANO,BALVANO RICIGLIANO,,BALVANO RICIGLIANO,40.649832,15.495461
581,BALZOLA,BALZOLA,,BALZOLA,45.174103,8.400824
583,BANDITO,BANDITO,,BANDITO,44.722089,7.819455
584,BARAGIANO-RUOTI,BARAGIANO RUOTI,,BARAGIANO RUOTI,40.694796,15.570107
585,BARANELLO,BARANELLO,,BARANELLO,41.517965,14.596423
588,BARBIANELLO,BARBIANELLO,,BARBIANELLO,45.0724,9.20557
589,BARBIANO,BARBIANO,,BARBIANO,44.384841,11.879217
591,BARCELLONA-CASTROREALE,BARCELLONA CASTROREALE,,BARCELLONA CASTROREALE,38.154732,15.20101
593,BARDONECCHIA,BARDONECCHIA,,BARDONECCHIA,45.076464,6.709744
594,BARGA GALLICANO,BARGA GALLICANO,,BARGA GALLICANO,44.067989,10.451955
595,BARI CENTRALE,BARI CENTRALE,,BARI CENTRALE,41.117702,16.870172
555,BARI PALESE MACCHIE,BARI PALESE MACCHIE,,BARI PALESE MACCHIE,41.148445,16.769349
557,BARI PARCO SUD,BARI PARCO SUD,,BARI PARCO SUD,41.115094,16.898021
560,BARI S.SPIRITO,BARI SAN SPIRITO,BARI SANTO SPIRITO,BARI SANTO SPIRITO,41.159772,16.746409
2699,BARI TORRE QUETTA,BARI TORRE QUETTA,,BARI TORRE QUETTA,41.111566,16.91585
562,BARI TORRE A MARE,BARI TORRE A MARE,,BARI TORRE A MARE,41.082545,16.995833
2468,BARI VILLAGGIO DEL LAVORATORE,BARI VILLAGGIO DEL LAVORATORE,,BARI VILLAGGIO DEL LAVORATORE,41.104234,16.822596
596,BARICETTA,BARICETTA,,BARICETTA,45.060847,11.995547
597,BARILE,BARILE,,BARILE,40.943024,15.670993
598,BARLETTA,BARLETTA,,BARLETTA,41.315402,16.278628
599,BARONISSI,BARONISSI,,BARONISSI,40.745872,14.772503
601,BASILIANO,BASILIANO,,BASILIANO,46.012769,13.110056
604,BASSANO ROMANO,BASSANO ROMANO,,BASSANO ROMANO,42.2124,12.1525
602,BASSANO DEL GRAPPA,BASSANO DEL GRAPPA,,BASSANO DEL GRAPPA,45.766357,11.741593
605,BASTIA,BASTIA,,BASTIA,43.07178,12.54728
608,BATTAGLIA TERME,BATTAGLIA TERME,,BATTAGLIA TERME,45.291484,11.778403
14,BATTIPAGLIA,BATTIPAGLIA,,BATTIPAGLIA,40.605892,14.983256
610,BAVENO,BAVENO,,BAVENO,45.909213,8.502105
611,BAZZANA,BAZZANA,,BAZZANA,44.777256,8.401192
3179,BAZZANO,BAZZANO,BAZZANO EMILIA ROMAGNA,BAZZANO EMILIA ROMAGNA,44.5087,11.0782
612,BEAULARD,BEAULARD,,BEAULARD,45.044352,6.759124
613,BEFFI,BEFFI,,BEFFI,42.197433,13.660511
614,BEINETTE,BEINETTE,,BEINETTE,44.367778,7.644722
615,BELGIOIOSO,BELGIOIOSO,,BELGIOIOSO,45.1645,9.31678
616,BELGIRATE,BELGIRATE,,BELGIRATE,45.843134,8.571142
617,BELLA MURO,BELLA MURO,,BELLA MURO,40.70089,15.542951
618,BELLANO TARTAVALLE TERME,BELLANO TARTAVALLE TERME,,BELLANO TARTAVALLE TERME,46.0395,9.30256
619,BELLANTE RIPATTONE,BELLANTE RIPATTONE,,BELLANTE RIPATTONE,42.702051,13.837526
620,BELLARIA,BELLARIA,,BELLARIA,44.1502,12.4609
623,BELLINZAGO,BELLINZAGO,,BELLINZAGO,45.565897,8.627513
624,BELLISIO SOLFARE,BELLISIO SOLFARE,,BELLISIO SOLFARE,43.520132,12.823696
625,BELLUNO,BELLUNO,,BELLUNO,46.141504,12.208987
15,BELMONTE CALABRO,BELMONTE CALABRO,,BELMONTE CALABRO,39.163061,16.064514
16,BELVEDERE MARITTIMO,BELVEDERE MARITTIMO,,BELVEDERE MARITTIMO,39.616962,15.852872
626,BENEVENTO,BENEVENTO,,BENEVENTO,41.141739,14.770112
670,BENEVENTO PORTA RUFINA,BENEVENTO PORTA RUFINA,,BENEVENTO PORTA RUFINA,41.1235,14.7843
629,BERCETO,BERCETO,,BERCETO,44.556184,9.932028
630,BERCHIDDA,BERCHIDDA,,BERCHIDDA,40.772031,9.181438
631,BERGAMASCO,BERGAMASCO,,BERGAMASCO,44.8199,8.46122
632,BERGAMO,BERGAMO,,BERGAMO,45.690344,9.675125
633,BERNALDA,BERNALDA,,BERNALDA,40.397558,16.682298
634,BESANA,BESANA,,BESANA,45.7028,9.28304
635,BESNATE,BESNATE,,BESNATE,45.696151,8.760572
636,BESOZZO,BESOZZO,,BESOZZO,45.842567,8.663264
200,BEVERA,BEVERA,,BEVERA,43.8253,7.57911
638,BEVILACQUA,BEVILACQUA,,BEVILACQUA,45.230222,11.396659
639,BIAGIONI LAGACCI,BIAGIONI LAGACCI,,BIAGIONI LAGACCI,44.086156,10.948169
17,BIANCO,BIANCO,,BIANCO,38.088913,16.153354
640,BIANZE',BIANZE,,BIANZE,45.309489,8.115461
641,BIANZONE,BIANZONE,,BIANZONE,46.1795,10.1125
642,BIASSONO-LESMO PARCO,BIASSONO LESMO PARCO,BIASSONO LESMO,BIASSONO LESMO,45.631944,9.298056
646,BIBIANA,BIBIANA,,BIBIANA,44.8097,7.28715
647,BICOCCA,BICOCCA,,BICOCCA,37.460935,15.044922
649,BIELLA S.PAOLO,BIELLA SAN PAOLO,,BIELLA SAN PAOLO,45.557331,8.067584
652,BISCEGLIE,BISCEGLIE,,BISCEGLIE,41.235542,16.499619
653,BISTAGNO,BISTAGNO,,BISTAGNO,44.659353,8.372076
654,BISUSCHIO-VIGGIU',BISUSCHIO VIGGIU,,BISUSCHIO VIGGIU,45.87071,8.887561
655,BITETTO PALO DEL COLLE,BITETTO PALO DEL COLLE,,BITETTO PALO DEL COLLE,41.0457,16.7438
520,BIVIO D'AURISINA,BIVIO D AURISINA,,BIVIO D AURISINA,45.754132,13.656358
213,BOGLIASCO,BOGLIASCO,,BOGLIASCO,44.379142,9.066097
681,BOIANO,BOIANO,,BOIANO,41.488534,14.473486
682,BOLGHERI,BOLGHERI,,BOLGHERI,43.244865,10.550504
672,BOLOGNA BORGO PANIGALE,BOLOGNA BORGO PANIGALE,,BOLOGNA BORGO PANIGALE,44.515013,11.284824
683,BOLOGNA CENTRALE,BOLOGNA CENTRALE,,BOLOGNA CENTRALE,44.506141,11.343406
673,BOLOGNA CORTICELLA,BOLOGNA CORTICELLA,,BOLOGNA CORTICELLA,44.55204,11.353987
1709,BOLOGNA MAZZINI,BOLOGNA MAZZINI,,BOLOGNA MAZZINI,44.482441,11.376229
679,BOLOGNA S.RUFFILLO,BOLOGNA SAN RUFFILLO,,BOLOGNA SAN RUFFILLO,44.462723,11.373116
2003,BOLOGNA S.VITALE,BOLOGNA SAN VITALE,,BOLOGNA SAN VITALE,44.4961,11.3728
2003,BOLOGNA S.VITALE,BOLOGNA SAN VITALE,,BOLOGNA SAN VITALE,44.4961,11.3728
686,BOLZANO NOVARESE,BOLZANO NOVARESE,,BOLZANO NOVARESE,45.764685,8.441194
687,BOLZANO SUD,BOLZANO SUD,BOLZANO SUD BOZEN SUD,BOLZANO SUD BOZEN SUD,46.473511,11.326444
685,BOLZANO,BOLZANO,BOLZANO BOZEN,BOLZANO BOZEN,46.49638,11.358787
214,BONASSOLA,BONASSOLA,,BONASSOLA,44.184876,9.582698
689,BONEFRO S.CROCE,BONEFRO SAN CROCE,BONEFRO SANTA CROCE,BONEFRO SANTA CROCE,41.710936,14.860346
690,BONFERRARO,BONFERRARO,,BONFERRARO,45.185717,11.009736
691,BONORVA,BONORVA,,BONORVA,40.417703,8.760635
215,BORDIGHERA,BORDIGHERA,,BORDIGHERA,43.778321,7.663573
5035,BORGARO,BORGARO,,BORGARO,45.153232,7.648673
693,BORGHETTO PARMENSE,BORGHETTO PARMENSE,,BORGHETTO PARMENSE,44.8371,10.1176
216,BORGHETTO S.SPIRITO,BORGHETTO SAN SPIRITO,BORGHETTO SANTO SPIRITO,BORGHETTO SANTO SPIRITO,44.108737,8.242038
694,BORGHETTO SULL'ADIGE,BORGHETTO SULL ADIGE,,BORGHETTO SULL ADIGE,45.696924,10.927179
217,BORGIO VEREZZI,BORGIO VEREZZI,,BORGIO VEREZZI,44.15807,8.310581
695,BORGO,BORGO,,BORGO,40.845906,14.784207
218,BORGO FORNARI PER VOLTAGGIO,BORGO FORNARI PER VOLTAGGIO,,BORGO FORNARI PER VOLTAGGIO,44.58895,8.938181
698,BORGO LAVEZZARO,BORGO LAVEZZARO,,BORGO LAVEZZARO,45.318595,8.703427
699,BORGO REVEL,BORGO REVEL,,BORGO REVEL,45.189501,8.02591
700,BORGO S.DALMAZZO,BORGO SAN DALMAZZO,,BORGO SAN DALMAZZO,44.326213,7.486198
701,BORGO S.LORENZO,BORGO SAN LORENZO,,BORGO SAN LORENZO,43.959831,11.380235
703,BORGO S.MARTINO,BORGO SAN MARTINO,,BORGO SAN MARTINO,45.086961,8.520749
704,BORGO TICINO,BORGO TICINO,,BORGO TICINO,45.691809,8.602461
705,BORGO VAL DI TARO,BORGO VAL DI TARO,,BORGO VAL DI TARO,44.486563,9.781333
706,BORGO VALSUGANA CENTRO,BORGO VALSUGANA CENTRO,,BORGO VALSUGANA CENTRO,46.051226,11.453741
3503,BORGO VALSUGANA EST,BORGO VALSUGANA EST,,BORGO VALSUGANA EST,46.052304,11.463889
707,BORGO VERCELLI,BORGO VERCELLI,,BORGO VERCELLI,45.359532,8.461618
696,BORGO A BUGGIANO,BORGO A BUGGIANO,,BORGO A BUGGIANO,43.880816,10.730225
697,BORGO A MOZZANO,BORGO A MOZZANO,,BORGO A MOZZANO,43.977225,10.541227
1547,BORGOCHIESANUOVA,BORGOCHIESANUOVA,,BORGOCHIESANUOVA,45.141587,10.766156
709,BORGOFRANCO,BORGOFRANCO,,BORGOFRANCO,45.514821,7.85472
710,BORGOLOMBARDO,BORGOLOMBARDO,,BORGOLOMBARDO,45.402806,9.272266
711,BORGOMANERO,BORGOMANERO,,BORGOMANERO,45.700781,8.467847
712,BORGONE,BORGONE,,BORGONE,45.125354,7.236127
713,BORGONUOVO,BORGONUOVO,,BORGONUOVO,44.443711,11.275124
714,BORGORATTO,BORGORATTO,,BORGORATTO,44.837969,8.538134
715,BORGOSESIA,BORGOSESIA,,BORGOSESIA,45.716386,8.283308
716,BORORE,BORORE,,BORORE,40.218907,8.809599
717,BOSCHI S.ANNA,BOSCHI SAN ANNA,BOSCHI SANT ANNA,BOSCHI SANT ANNA,45.217044,11.361717
5023,BOSCONERO,BOSCONERO,,BOSCONERO,45.267761,7.76161
21,BOTRICELLO,BOTRICELLO,,BOTRICELLO,38.934061,16.857578
22,BOVA MARINA,BOVA MARINA,,BOVA MARINA,37.930469,15.924067
23,BOVALINO,BOVALINO,,BOVALINO,38.149123,16.180628
722,BOVINO DELICETO,BOVINO DELICETO,,BOVINO DELICETO,41.278286,15.369127
724,BOVOLONE,BOVOLONE,,BOVOLONE,45.254511,11.124438
725,BOZZOLO,BOZZOLO,,BOZZOLO,45.1072,10.4728
727,BRA,BRA,,BRA,44.6937,7.84922
728,BRACCIANO,BRACCIANO,,BRACCIANO,42.103675,12.173048
3437,BRAGNO,BRAGNO,,BRAGNO,44.368471,8.297484
24,BRANCALEONE,BRANCALEONE,,BRANCALEONE,37.965491,16.103276
729,BRANDIZZO,BRANDIZZO,,BRANDIZZO,45.178669,7.840625
731,BRENNA-ALZATE,BRENNA ALZATE,,BRENNA ALZATE,45.7541,9.1833
732,BRENNERO,BRENNERO,BRENNERO BRENNER,BRENNERO BRENNER,47.002338,11.505428
734,BRESCIA,BRESCIA,,BRESCIA,45.532161,10.212869
736,BRESSANA ARGINE,BRESSANA ARGINE,,BRESSANA ARGINE,45.0729,9.13702
737,BRESSANA BOTTARONE,BRESSANA BOTTARONE,,BRESSANA BOTTARONE,45.086512,9.110693
738,BRESSANONE,BRESSANONE,BRESSANONE BRIXEN,BRESSANONE BRIXEN,46.709892,11.649768
25,BRIATICO,BRIATICO,,BRIATICO,38.725682,16.025483
740,BRICHERASIO,BRICHERASIO,,BRICHERASIO,44.8256,7.30837
741,BRINDISI,BRINDISI,,BRINDISI,40.63428,17.939304
743,BRIONA,BRIONA,,BRIONA,45.53866,8.47832
744,BRISIGHELLA,BRISIGHELLA,,BRISIGHELLA,44.220608,11.769864
745,BROLO FICARRA,BROLO FICARRA,,BROLO FICARRA,38.159074,14.830232
746,BRONI,BRONI,,BRONI,45.066304,9.258763
747,BRONZOLO,BRONZOLO,BRONZOLO BRANZOLL,BRONZOLO BRANZOLL,46.405121,11.315971
748,BROZOLO,BROZOLO,,BROZOLO,45.121389,8.058889
750,BRUCOLI,BRUCOLI,,BRUCOLI,37.273,15.1869
751,BRUNICO,BRUNICO,BRUNICO NORD BRUNECK NORD,BRUNICO NORD BRUNECK NORD,46.800626,11.936479
1967,BRUNICO NORD,BRUNICO NORD,BRUNICO NORD BRUNECK NORD,BRUNICO NORD BRUNECK NORD,46.800626,11.936479
752,BRUNO,BRUNO,,BRUNO,44.7979,8.43918
753,BRUZOLO DI SUSA,BRUZOLO DI SUSA,,BRUZOLO DI SUSA,45.130972,7.202499
754,BUCCINO S.GREGORIO MAGNO,BUCCINO SAN GREGORIO MAGNO,,BUCCINO SAN GREGORIO MAGNO,40.6009,15.3742
755,BUCINE,BUCINE,,BUCINE,43.480472,11.617793
756,BUDOIA POLCENIGO,BUDOIA POLCENIGO,,BUDOIA POLCENIGO,46.030685,12.533965
757,BUGNARA,BUGNARA,,BUGNARA,42.031249,13.862193
758,BUONCONVENTO,BUONCONVENTO,,BUONCONVENTO,43.135349,11.483998
760,BURONZO,BURONZO,,BURONZO,45.4719,8.26661
2386,BUSA DI VIGONZA,BUSA DI VIGONZA,,BUSA DI VIGONZA,45.429943,11.951722
219,BUSALLA,BUSALLA,,BUSALLA,44.575529,8.943691
761,BUSCA,BUSCA,,BUSCA,44.520278,7.481667
762,BUSCHE LENTIAI MEL,BUSCHE LENTIAI MEL,,BUSCHE LENTIAI MEL,46.040096,11.979285
763,BUSSETO,BUSSETO,,BUSSETO,44.974857,10.038775
764,BUSSI,BUSSI,,BUSSI,42.194152,13.849284
765,BUSSOLENO,BUSSOLENO,,BUSSOLENO,45.139638,7.143574
766,BUSTO ARSIZIO,BUSTO ARSIZIO,,BUSTO ARSIZIO,45.615904,8.865791
768,BUTTAFAVA,BUTTAFAVA,,BUTTAFAVA,45.6214,9.30122
769,BUTTAPIETRA,BUTTAPIETRA,,BUTTAPIETRA,45.338794,10.988135
770,BUTTRIO,BUTTRIO,,BUTTRIO,46.012437,13.329447
785,CADEO,CADEO,,CADEO,44.96753,9.852779
787,CAGLIARI,CAGLIARI,,CAGLIARI,39.216097,9.108041
788,CAGLIARI ELMAS,CAGLIARI ELMAS,,CAGLIARI ELMAS,39.26427,9.045557
3164,CAGLIARI S.GILLA,CAGLIARI SAN GILLA,CAGLIARI SANTA GILLA,CAGLIARI SANTA GILLA,39.226336,9.097595
790,CAIRO MONTENOTTE,CAIRO MONTENOTTE,,CAIRO MONTENOTTE,44.394019,8.278903
791,CALA SABINA,CALA SABINA,,CALA SABINA,41.010759,9.587726
792,CALALZO PIEVE CADORE CORTINA,CALALZO PIEVE CADORE CORTINA,CALALZO PIEVE DI CADORE CORTINA,CALALZO PIEVE DI CADORE CORTINA,46.444036,12.388771
793,CALAMANDRANA,CALAMANDRANA,,CALAMANDRANA,44.739,8.33162
794,CALATABIANO,CALATABIANO,,CALATABIANO,37.814391,15.225865
795,CALATAFIMI,CALATAFIMI,,CALATAFIMI,37.938829,12.856057
797,CALCERANICA,CALCERANICA,,CALCERANICA,46.007412,11.240777
799,CIVIDATE-CALCIO,CIVIDATE CALCIO,CALCIO,CALCIO,45.5328,9.84164
801,CALDE',CALDE,,CALDE,45.945683,8.66347
3537,CALDERARA-BARGELLINO,CALDERARA BARGELLINO,,CALDERARA BARGELLINO,44.544121,11.267457
802,PC CALDIERO,PC CALDIERO,CALDIERO,CALDIERO,45.414079,11.169798
803,CALDONAZZO,CALDONAZZO,,CALDONAZZO,45.99755,11.264535
804,CALENZANO,CALENZANO,,CALENZANO,43.856338,11.145311
807,CALOLZIOCORTE OLGINATE,CALOLZIOCORTE OLGINATE,,CALOLZIOCORTE OLGINATE,45.801235,9.4275
26,CALOPEZZATI,CALOPEZZATI,,CALOPEZZATI,39.579001,16.819203
809,CALTAGIRONE,CALTAGIRONE,,CALTAGIRONE,37.224843,14.526963
772,CALTANISSETTA CENTRALE,CALTANISSETTA CENTRALE,,CALTANISSETTA CENTRALE,37.488218,14.057385
773,CALTANISSETTA XIRBI,CALTANISSETTA XIRBI,,CALTANISSETTA XIRBI,37.536283,14.056899
810,CALTIGNAGA,CALTIGNAGA,,CALTIGNAGA,45.519333,8.591934
811,CALUSCO,CALUSCO,,CALUSCO,45.6843,9.47076
812,CALUSO,CALUSO,,CALUSO,45.302972,7.902551
813,CALVISANO,CALVISANO,,CALVISANO,45.3466,10.3492
814,CAMAIORE LIDO CAPEZZANO,CAMAIORE LIDO CAPEZZANO,,CAMAIORE LIDO CAPEZZANO,43.911837,10.247747
817,CAMBIANO SANTENA,CAMBIANO SANTENA,,CAMBIANO SANTENA,44.966389,7.773502
2439,CAMERANO ASPIO,CAMERANO ASPIO,,CAMERANO ASPIO,43.529484,13.520742
818,CAMMARATA S.GIOVANNI GEMINI,CAMMARATA SAN GIOVANNI GEMINI,,CAMMARATA SAN GIOVANNI GEMINI,37.6537,13.6736
819,CAMNAGO-LENTATE,CAMNAGO LENTATE,,CAMNAGO LENTATE,45.666199,9.133292
221,CAMOGLI S.FRUTTUOSO,CAMOGLI SAN FRUTTUOSO,,CAMOGLI SAN FRUTTUOSO,44.34803,9.156681
820,CAMPAGNA SERRE PERSANO,CAMPAGNA SERRE PERSANO,,CAMPAGNA SERRE PERSANO,40.5954,15.1134
822,CAMPELLO SUL CLITUNNO,CAMPELLO SUL CLITUNNO,,CAMPELLO SUL CLITUNNO,42.827235,12.761221
823,CAMPIGLIA MARITTIMA,CAMPIGLIA MARITTIMA,,CAMPIGLIA MARITTIMA,43.017168,10.586434
222,CAMPO LIGURE-MASONE,CAMPO LIGURE MASONE,,CAMPO LIGURE MASONE,44.530888,8.700937
2174,CAMPO DI CARNE,CAMPO DI CARNE,,CAMPO DI CARNE,41.552115,12.635183
824,CAMPO DI GIOVE,CAMPO DI GIOVE,,CAMPO DI GIOVE,42.0081,14.0415
771,CAMPO DI GIOVE-MONTE MAIELLA,CAMPO DI GIOVE MONTE MAIELLA,,CAMPO DI GIOVE MONTE MAIELLA,41.993272,14.069079
826,CAMPO DI TRENS,CAMPO DI TRENS,CAMPO DI TRENS FREIENFELD,CAMPO DI TRENS FREIENFELD,46.869073,11.488456
827,CAMPOBASSO,CAMPOBASSO,,CAMPOBASSO,41.5582,14.6639
829,CAMPOBELLO RAVANUSA,CAMPOBELLO RAVANUSA,,CAMPOBELLO RAVANUSA,37.265582,13.94635
828,CAMPOBELLO DI MAZARA,CAMPOBELLO DI MAZARA,,CAMPOBELLO DI MAZARA,37.63627,12.733175
831,CAMPODARSEGO,CAMPODARSEGO,,CAMPODARSEGO,45.50576,11.90089
832,CAMPOFELICE,CAMPOFELICE,,CAMPOFELICE,37.992638,13.876863
833,CAMPOFRANCO,CAMPOFRANCO,,CAMPOFRANCO,37.510043,13.68675
835,CAMPOLEONE,CAMPOLEONE,,CAMPOLEONE,41.642304,12.648388
836,CAMPOLIETO MONACILIONI,CAMPOLIETO MONACILIONI,CAMPOLIETO MONACILIONE,CAMPOLIETO MONACILIONE,41.642537,14.765312
838,CAMPOMARINO,CAMPOMARINO,,CAMPOMARINO,41.957403,15.042432
3421,CAMPOMIGLIAIO,CAMPOMIGLIAIO,,CAMPOMIGLIAIO,43.936998,11.303126
27,CAMPORA S.GIOVANNI SERRA AIELLO,CAMPORA SAN GIOVANNI SERRA AIELLO,,CAMPORA SAN GIOVANNI SERRA AIELLO,39.068056,16.090833
840,CAMPORGIANO,CAMPORGIANO,,CAMPORGIANO,44.161899,10.334484
842,CAMPOSAMPIERO,CAMPOSAMPIERO,,CAMPOSAMPIERO,45.568927,11.92829
843,CAMPOSANTO,CAMPOSANTO,,CAMPOSANTO,44.792987,11.143073
844,CAMUCIA CORTONA,CAMUCIA CORTONA,,CAMUCIA CORTONA,43.261692,11.970889
845,CANARO,CANARO,,CANARO,44.922764,11.674614
847,CANCELLIERA,CANCELLIERA,,CANCELLIERA,41.710748,12.621708
848,CANCELLO,CANCELLO,,CANCELLO,40.994298,14.419398
849,CANCELLO ARNONE,CANCELLO ARNONE,,CANCELLO ARNONE,41.063416,14.029212
852,CANDELO,CANDELO,,CANDELO,45.547371,8.100053
853,CANDIA CANAVESE,CANDIA CANAVESE,,CANDIA CANAVESE,45.330074,7.891558
854,CANDIA LOMELLINA,CANDIA LOMELLINA,,CANDIA LOMELLINA,45.1799,8.59321
856,CANDIOLO,CANDIOLO,,CANDIOLO,44.96122,7.598914
858,CANEGRATE,CANEGRATE,,CANEGRATE,45.569232,8.926603
859,CANELLI,CANELLI,,CANELLI,44.7148,8.28854
860,CANETRA,CANETRA,,CANETRA,42.391636,13.029216
861,CANICATTI',CANICATTI,,CANICATTI,37.359924,13.855406
865,CANNE DELLA BATTAGLIA,CANNE DELLA BATTAGLIA,,CANNE DELLA BATTAGLIA,41.294619,16.146208
866,CANNETO SULL'OGLIO,CANNETO SULL OGLIO,,CANNETO SULL OGLIO,45.150278,10.371389
867,CANNIZZARO,CANNIZZARO,,CANNIZZARO,37.547,15.1298
868,CANOSA DI PUGLIA,CANOSA DI PUGLIA,,CANOSA DI PUGLIA,41.214795,16.049403
872,CANTU',CANTU,,CANTU,45.752423,9.130274
873,CANTU'-CERMENATE,CANTU CERMENATE,,CANTU CERMENATE,45.713419,9.098368
874,CAORSO,CAORSO,,CAORSO,45.042033,9.86736
28,CAPACCIO ROCCADASPIDE,CAPACCIO ROCCADASPIDE,,CAPACCIO ROCCADASPIDE,40.455008,15.013873
3224,CAPACI,CAPACI,,CAPACI,38.171775,13.232463
876,CAPALBIO,CAPALBIO,,CAPALBIO,42.408176,11.371129
877,CAPANNELLE,CAPANNELLE,,CAPANNELLE,41.830754,12.568834
878,CAPISTRELLO,CAPISTRELLO,,CAPISTRELLO,41.9705,13.399212
30,CAPO BONIFATI,CAPO BONIFATI,,CAPO BONIFATI,39.558415,15.873808
31,CAPO SPARTIVENTO,CAPO SPARTIVENTO,,CAPO SPARTIVENTO,37.92477,16.058374
