placeid,name,norm,trainline,joinkey,latitude,longitude
879,CAPO D'ORLANDO-NASO,CAPO D ORLANDO NASO,,CAPO D ORLANDO NASO,38.15768,14.744511
882,CAPPELLE-MAGLIANO,CAPPELLE MAGLIANO,,CAPPELLE MAGLIANO,42.0596,13.3724
883,CAPRALBA,CAPRALBA,,CAPRALBA,45.4435,9.64002
884,CAPRANICA-SUTRI,CAPRANICA SUTRI,,CAPRANICA SUTRI,42.245192,12.157173
886,CAPRIATI AL VOLTURNO,CAPRIATI AL VOLTURNO,CAPRIATI A VOLTURNO,CAPRIATI A VOLTURNO,41.442778,14.070278
888,CAPRIVA,CAPRIVA,,CAPRIVA,45.939255,13.514149
889,CAPUA,CAPUA,,CAPUA,41.101234,14.210471
891,CARATE-CALO',CARATE CALO,,CARATE CALO,45.676389,9.251944
892,CARAVAGGIO,CARAVAGGIO,,CARAVAGGIO,45.4908,9.63841
893,CARBONA,CARBONA,,CARBONA,44.247072,11.096428
894,CARBONIA STATO,CARBONIA STATO,,CARBONIA STATO,39.1697,8.50917
898,CARENTINO,CARENTINO,,CARENTINO,44.8312,8.47044
34,CARIATI,CARIATI,,CARIATI,39.496722,16.951974
899,CARIMATE,CARIMATE,,CARIMATE,45.694461,9.107546
900,CARINI,CARINI,,CARINI,38.147702,13.186636
3442,CARINI TORRE CIACHEA,CARINI TORRE CIACHEA,,CARINI TORRE CIACHEA,38.163415,13.218053
902,CARMAGNOLA,CARMAGNOLA,,CARMAGNOLA,44.846945,7.72797
904,CARMIGNANO DI BRENTA,CARMIGNANO DI BRENTA,,CARMIGNANO DI BRENTA,45.621379,11.714913
905,CARNATE USMATE,CARNATE USMATE,,CARNATE USMATE,45.6532,9.37495
906,CARNIA,CARNIA,,CARNIA,46.371169,13.128592
908,CARONIA,CARONIA,,CARONIA,38.034339,14.443795
909,CAROVIGNO,CAROVIGNO,,CAROVIGNO,40.73718,17.683633
910,CAROVILLI-ROCCASICURA,CAROVILLI ROCCASICURA,,CAROVILLI ROCCASICURA,41.714559,14.294376
911,CARPANE'-VALSTAGNA,CARPANE VALSTAGNA,,CARPANE VALSTAGNA,45.860123,11.661193
912,CARPI,CARPI,,CARPI,44.782883,10.892103
913,CARPIGNANO SESIA,CARPIGNANO SESIA,,CARPIGNANO SESIA,45.528844,8.421625
914,CARPINONE,CARPINONE,,CARPINONE,41.588162,14.326872
915,CARRARA AVENZA,CARRARA AVENZA,,CARRARA AVENZA,44.051323,10.062875
916,CARRITO-ORTONA,CARRITO ORTONA,,CARRITO ORTONA,42.026467,13.720199
918,CARRUBA,CARRUBA,,CARRUBA,37.689028,15.191401
919,CARSOLI,CARSOLI,,CARSOLI,42.095621,13.080185
921,CASABIANCA,CASABIANCA,,CASABIANCA,41.788414,12.604314
922,CASACALENDA GUARDIALFIERA,CASACALENDA GUARDIALFIERA,,CASACALENDA GUARDIALFIERA,41.7383,14.8495
924,CASALBORDINO POLLUTRI,CASALBORDINO POLLUTRI,,CASALBORDINO POLLUTRI,42.193729,14.633036
926,CASALBUTTANO,CASALBUTTANO,,CASALBUTTANO,45.2553,9.96225
927,CASALE MONFERRATO,CASALE MONFERRATO,,CASALE MONFERRATO,45.134002,8.460143
3506,CASALECCHIO GARIBALDI,CASALECCHIO GARIBALDI,,CASALECCHIO GARIBALDI,44.482742,11.272733
929,CASALECCHIO DI RENO,CASALECCHIO DI RENO,,CASALECCHIO DI RENO,44.474265,11.276068
930,CASALEGGIO,CASALEGGIO,,CASALEGGIO,45.4912,8.49034
932,CASALETTO VAPRIO,CASALETTO VAPRIO,,CASALETTO VAPRIO,45.4087,9.63151
934,CASALMAGGIORE,CASALMAGGIORE,,CASALMAGGIORE,44.993,10.425
935,CASALNUOVO,CASALNUOVO,CASALNUOVO DI NAPOLI,CASALNUOVO DI NAPOLI,40.915544,14.352815
937,CASALPUSTERLENGO,CASALPUSTERLENGO,,CASALPUSTERLENGO,45.182534,9.65365
938,CASARSA,CASARSA,,CASARSA,45.953216,12.840398
939,CASCINA,CASCINA,,CASCINA,43.674666,10.545074
5036,CASELLE TORINESE,CASELLE TORINESE,,CASELLE TORINESE,45.175619,7.644844
945,CASERTA,CASERTA,,CASERTA,41.068468,14.328167
946,CASINO DI TERRA,CASINO DI TERRA,,CASINO DI TERRA,43.32868,10.662887
947,CASLETTO-ROGENO,CASLETTO ROGENO,,CASLETTO ROGENO,45.7861,9.27545
948,CASORATE SEMPIONE,CASORATE SEMPIONE,,CASORATE SEMPIONE,45.675431,8.743304
949,CASORIA-AFRAGOLA,CASORIA AFRAGOLA,,CASORIA AFRAGOLA,40.907732,14.298619
950,CASSAGO-NIBIONNO-BULCIAGO,CASSAGO NIBIONNO BULCIAGO,,CASSAGO NIBIONNO BULCIAGO,45.7462,9.27991
951,CASSANO D'ADDA,CASSANO D ADDA,,CASSANO D ADDA,45.51435,9.5128
954,CASSINE,CASSINE,,CASSINE,44.751502,8.533684
955,CASSINO,CASSINO,,CASSINO,41.484255,13.832376
956,CASSOLA,CASSOLA,,CASSOLA,45.732396,11.795672
959,CASTAGNARO,CASTAGNARO,,CASTAGNARO,45.119466,11.40358
960,CASTAGNETO CARDUCCI-DONORATICO,CASTAGNETO CARDUCCI DONORATICO,,CASTAGNETO CARDUCCI DONORATICO,43.168744,10.563781
961,CASTAGNO,CASTAGNO,,CASTAGNO,44.012301,10.915439
962,CASTAGNOLE DELLE LANZE,CASTAGNOLE DELLE LANZE,,CASTAGNOLE DELLE LANZE,44.749,8.15207
964,CASTEGGIO,CASTEGGIO,,CASTEGGIO,45.017394,9.124698
978,CASTELBOLOGNESE-RIOLO TERME,CASTELBOLOGNESE RIOLO TERME,CASTEL BOLOGNESE RIOLO TERME,CASTEL BOLOGNESE RIOLO TERME,44.325485,11.804041
970,CASTEL GANDOLFO,CASTEL GANDOLFO,,CASTEL GANDOLFO,41.746902,12.65229
971,CASTEL LAGOPESOLE,CASTEL LAGOPESOLE,,CASTEL LAGOPESOLE,40.787654,15.758063
972,CASTEL MADAMA,CASTEL MADAMA,,CASTEL MADAMA,41.988478,12.865019
974,CASTEL S.GIORGIO ROCCAPIEMONTE,CASTEL SAN GIORGIO ROCCAPIEMONTE,,CASTEL SAN GIORGIO ROCCAPIEMONTE,40.771501,14.695025
975,CASTEL S.GIOVANNI,CASTEL SAN GIOVANNI,,CASTEL SAN GIOVANNI,45.063176,9.436938
976,CASTEL S.PIETRO TERME,CASTEL SAN PIETRO TERME,,CASTEL SAN PIETRO TERME,44.407224,11.598107
973,CASTEL S.ANGELO,CASTEL SAN ANGELO,CASTEL SANT ANGELO,CASTEL SANT ANGELO,42.379689,13.01753
969,CASTEL DI SANGRO,CASTEL DI SANGRO,,CASTEL DI SANGRO,41.778077,14.112228
967,CASTEL D'ARIO,CASTEL D ARIO,,CASTEL D ARIO,45.183433,10.975352
980,CASTELDACCIA,CASTELDACCIA,,CASTELDACCIA,38.060201,13.53726
981,CASTELDARNE,CASTELDARNE,CASTELDARNE EHRENBURG,CASTELDARNE EHRENBURG,46.797608,11.84407
3505,CASTELDEBOLE,CASTELDEBOLE,,CASTELDEBOLE,44.503858,11.27472
982,CASTELFERRETTI-FALCONARA AEROPORTO,CASTELFERRETTI FALCONARA AEROPORTO,CASTELFERRETTI,CASTELFERRETTI,43.60722,13.357242
983,CASTELFIORENTINO,CASTELFIORENTINO,,CASTELFIORENTINO,43.605278,10.968134
985,CASTELFRANCO EMILIA,CASTELFRANCO EMILIA,,CASTELFRANCO EMILIA,44.5973,11.0566
987,CASTELFRANCO VENETO,CASTELFRANCO VENETO,,CASTELFRANCO VENETO,45.666397,11.934034
988,CASTELGUELFO,CASTELGUELFO,,CASTELGUELFO,44.836576,10.176822
991,CASTELLALTO CANZANO,CASTELLALTO CANZANO,,CASTELLALTO CANZANO,42.692001,13.792625
958,CASTELLAMMARE DEL GOLFO,CASTELLAMMARE DEL GOLFO,,CASTELLAMMARE DEL GOLFO,38.024289,12.912069
992,CASTELLAMMARE DI STABIA,CASTELLAMMARE DI STABIA,,CASTELLAMMARE DI STABIA,40.70143,14.483815
994,CASTELLANETA MARINA,CASTELLANETA MARINA,,CASTELLANETA MARINA,40.48114,16.965413
997,CASTELLEONE,CASTELLEONE,,CASTELLEONE,45.3017,9.76777
999,CASTELLETTO TICINO,CASTELLETTO TICINO,,CASTELLETTO TICINO,45.711037,8.638633
1000,CASTELLINA IN CHIANTI-MONTERIGGIONI,CASTELLINA IN CHIANTI MONTERIGGIONI,,CASTELLINA IN CHIANTI MONTERIGGIONI,43.4087,11.2123
957,CASTELLO DI GODEGO,CASTELLO DI GODEGO,,CASTELLO DI GODEGO,45.688097,11.877599
1004,CASTELLO D'ANNONE,CASTELLO D ANNONE,,CASTELLO D ANNONE,44.878906,8.312639
1005,CASTELLUCCHIO,CASTELLUCCHIO,,CASTELLUCCHIO,45.1443,10.6475
989,CASTELL'ALFERO,CASTELL ALFERO,,CASTELL ALFERO,44.984262,8.222157
1007,CASTELMAGGIORE,CASTELMAGGIORE,,CASTELMAGGIORE,44.577012,11.367399
1009,CASTELNUOVO BELBO,CASTELNUOVO BELBO,,CASTELNUOVO BELBO,44.7976,8.42041
1010,CASTELNUOVO BERARDENGA,CASTELNUOVO BERARDENGA,,CASTELNUOVO BERARDENGA,43.306899,11.485076
1011,CASTELNUOVO DEL GARDA,CASTELNUOVO DEL GARDA,,CASTELNUOVO DEL GARDA,45.430826,10.758254
1012,CASTELNUOVO DI GARFAGNANA,CASTELNUOVO DI GARFAGNANA,,CASTELNUOVO DI GARFAGNANA,44.1168,10.408798
1013,CASTELPLANIO CUPRAMONTANA,CASTELPLANIO CUPRAMONTANA,,CASTELPLANIO CUPRAMONTANA,43.481422,13.084749
1014,CASTELRAIMONDO CAMERINO,CASTELRAIMONDO CAMERINO,,CASTELRAIMONDO CAMERINO,43.210517,13.05729
1015,CASTELROSSO,CASTELROSSO,,CASTELROSSO,45.201753,7.933196
1016,CASTELVECCHIO PASCOLI,CASTELVECCHIO PASCOLI,,CASTELVECCHIO PASCOLI,44.090309,10.455281
1018,CASTELVETRANO,CASTELVETRANO,,CASTELVETRANO,37.68367,12.798895
1019,CASTELVETRO,CASTELVETRO,,CASTELVETRO,45.099168,9.982053
1021,CASTIGLION FIORENTINO,CASTIGLION FIORENTINO,,CASTIGLION FIORENTINO,43.341,11.9145
1022,CASTIGLIONCELLO,CASTIGLIONCELLO,,CASTIGLIONCELLO,43.404702,10.415207
38,CASTIGLIONE COSENTINO,CASTIGLIONE COSENTINO,,CASTIGLIONE COSENTINO,39.355547,16.243975
1020,CASTIGLION DEL LAGO,CASTIGLION DEL LAGO,CASTIGLIONE DEL LAGO,CASTIGLIONE DEL LAGO,43.122854,12.032484
1025,CASTIONE ANDEVENNO,CASTIONE ANDEVENNO,,CASTIONE ANDEVENNO,46.1615,9.80804
1026,CASTIONE DEI MARCHESI,CASTIONE DEI MARCHESI,,CASTIONE DEI MARCHESI,44.9152,10.0442
1029,CASTRONNO,CASTRONNO,,CASTRONNO,45.7452,8.81053
1031,CATANIA ACQUICELLA,CATANIA ACQUICELLA,,CATANIA ACQUICELLA,37.492775,15.074658
3209,CATANIA AEROPORTO FONTANAROSSA,CATANIA AEROPORTO FONTANAROSSA,,CATANIA AEROPORTO FONTANAROSSA,37.475735,15.061795
1032,CATANIA CENTRALE,CATANIA CENTRALE,,CATANIA CENTRALE,37.506574,15.10016
2283,PICANELLO,PICANELLO,CATANIA PICANELLO,CATANIA PICANELLO,37.521,15.10766
39,CATANZARO,CATANZARO,CATANZARO CITTA,CATANZARO CITTA,38.913292,16.584408
40,CATANZARO LIDO,CATANZARO LIDO,,CATANZARO LIDO,38.822451,16.613647
1034,CATENANUOVA-CENTURIPE,CATENANUOVA CENTURIPE,,CATENANUOVA CENTURIPE,37.561642,14.688994
1035,CATTOLICA S.GIOVANNI GABICCE,CATTOLICA SAN GIOVANNI GABICCE,,CATTOLICA SAN GIOVANNI GABICCE,43.959903,12.745022
41,CAULONIA,CAULONIA,,CAULONIA,38.343793,16.46724
1037,CAVA CARBONARA,CAVA CARBONARA,,CAVA CARBONARA,45.147022,9.071445
1040,CAVA TIGOZZI,CAVA TIGOZZI,,CAVA TIGOZZI,45.1567,9.95567
1038,CAVA DEI TIRRENI,CAVA DEI TIRRENI,,CAVA DEI TIRRENI,40.703587,14.708491
1041,CAVAGNOLO BRUSASCO,CAVAGNOLO BRUSASCO,,CAVAGNOLO BRUSASCO,45.153333,8.047222
1042,CAVALLEGGERI AOSTA,CAVALLEGGERI AOSTA,,CAVALLEGGERI AOSTA,40.819935,14.188115
1043,CAVALLERMAGGIORE,CAVALLERMAGGIORE,,CAVALLERMAGGIORE,44.708228,7.692015
1044,CAVANELLA D'ADIGE,CAVANELLA D ADIGE,,CAVANELLA D ADIGE,45.111295,12.249384
1046,CAVARIA OGGIONA IERAGO,CAVARIA OGGIONA IERAGO,,CAVARIA OGGIONA IERAGO,45.698333,8.803333
1047,CAVAZZALE,CAVAZZALE,,CAVAZZALE,45.596209,11.569845
227,CAVI,CAVI,,CAVI,44.294607,9.370849
1049,CECCANO,CECCANO,,CECCANO,41.573482,13.336261
1050,CECCHINA,CECCHINA,,CECCHINA,41.69232,12.650483
1051,CECINA,CECINA,,CECINA,43.310324,10.514322
1053,CEFALU',CEFALU,,CEFALU,38.032676,14.019846
1054,CEGGIA,CEGGIA,,CEGGIA,45.688313,12.633979
1055,CELANO-OVINDOLI,CELANO OVINDOLI,,CELANO OVINDOLI,42.077004,13.54339
42,CELLE BULGHERIA ROCCAGLORIOSA,CELLE BULGHERIA ROCCAGLORIOSA,,CELLE BULGHERIA ROCCAGLORIOSA,40.102811,15.394674
228,CELLE,CELLE,CELLE LIGURE,CELLE LIGURE,44.3423,8.5428
1056,CENGIO,CENGIO,,CENGIO,44.390666,8.192463
1057,CENTALLO,CENTALLO,,CENTALLO,44.49637,7.5913
43,CENTOLA-PALINURO-MARINA DI CAMEROTA,CENTOLA PALINURO MARINA DI CAMEROTA,CENTOLA,CENTOLA,40.090505,15.346627
1058,CEPRANO-FALVATERRA,CEPRANO FALVATERRA,,CEPRANO FALVATERRA,41.523772,13.522598
1061,CERCHIO,CERCHIO,,CERCHIO,42.061102,13.598404
1062,CERDA,CERDA,,CERDA,37.953949,13.784463
1063,CEREA,CEREA,,CEREA,45.195874,11.214402
1064,CEREGNANO,CEREGNANO,,CEREGNANO,45.050609,11.871397
229,CERIALE,CERIALE,,CERIALE,44.098993,8.234074
1065,CERIGNOLA CAMPAGNA,CERIGNOLA CAMPAGNA,,CERIGNOLA CAMPAGNA,41.315636,15.897342
1066,CERNUSCO-MERATE,CERNUSCO MERATE,,CERNUSCO MERATE,45.695,9.39693
1067,CERRETO D'ESI,CERRETO D ESI,,CERRETO D ESI,43.321929,12.983201
1068,CERTALDO,CERTALDO,,CERTALDO,43.547136,11.037764
1069,CERTOSA DI PAVIA,CERTOSA DI PAVIA,,CERTOSA DI PAVIA,45.2565,9.15436
1072,CERVIA-MILANO MARITTIMA,CERVIA MILANO MARITTIMA,,CERVIA MILANO MARITTIMA,44.258443,12.347088
1073,CERVIGNANO-AQUILEIA-GRADO,CERVIGNANO AQUILEIA GRADO,,CERVIGNANO AQUILEIA GRADO,45.823933,13.343704
5433,S.BARTOLOMEO-RESINA,SAN BARTOLOMEO RESINA,CERVO SAN BARTOLOMEO,CERVO SAN BARTOLOMEO,43.923901,8.109717
780,CESANO BOSCONE,CESANO BOSCONE,,CESANO BOSCONE,45.4304,9.09161
1075,CESANO DI ROMA,CESANO DI ROMA,,CESANO DI ROMA,42.06201,12.326467
1077,CESENA,CESENA,,CESENA,44.145476,12.24951
1078,CESENATICO,CESENATICO,,CESENATICO,44.200562,12.391279
5267,CESI,CESI,,CESI,42.596839,12.594223
44,CETRARO,CETRARO,,CETRARO,39.505307,15.945164
1079,CEVA,CEVA,,CEVA,44.389794,8.031933
1080,PM CHAMBAVE,PM CHAMBAVE,CHAMBAVE,CHAMBAVE,45.7443,7.55718
1081,CHATILLON-SAINT-VINCENT,CHATILLON SAINT VINCENT,,CHATILLON SAINT VINCENT,45.743056,7.619167
1083,CHIANCHE CEPPALONI,CHIANCHE CEPPALONI,,CHIANCHE CEPPALONI,41.050112,14.7776
1084,CHIARAVALLE,CHIARAVALLE,,CHIARAVALLE,43.595561,13.327712
1085,CHIARI,CHIARI,,CHIARI,45.540053,9.926572
1087,CHIASSO,CHIASSO,,CHIASSO,45.832222,9.033889
231,CHIAVARI,CHIAVARI,,CHIAVARI,44.315138,9.322488
1089,CHIAVENNA,CHIAVENNA,,CHIAVENNA,46.319778,9.405116
1090,CHIERI,CHIERI,,CHIERI,45.006355,7.823644
1091,CHIETI,CHIETI,,CHIETI,42.356712,14.138198
1092,CHIEUTI SERRACAPRIOLA,CHIEUTI SERRACAPRIOLA,,CHIEUTI SERRACAPRIOLA,41.921841,15.156666
1093,CHIGNOLO PO,CHIGNOLO PO,,CHIGNOLO PO,45.1609,9.49427
1094,CHIOGGIA,CHIOGGIA,,CHIOGGIA,45.210401,12.275246
1095,CHIOMONTE,CHIOMONTE,,CHIOMONTE,45.117372,6.987809
1099,CHIUDUNO,CHIUDUNO,,CHIUDUNO,45.6505,9.84695
1100,CHIURO,CHIURO,,CHIURO,46.1645,9.99207
1101,CHIUSA,CHIUSA,CHIUSA KLAUSEN,CHIUSA KLAUSEN,46.642571,11.572649
1103,CHIUSANO COSSOMBRATO,CHIUSANO COSSOMBRATO,,CHIUSANO COSSOMBRATO,44.984722,8.128889
1104,CHIUSI-CHIANCIANO TERME,CHIUSI CHIANCIANO TERME,,CHIUSI CHIANCIANO TERME,43.002471,11.9579
1105,CHIVASSO,CHIVASSO,,CHIVASSO,45.193474,7.889661
1106,CIAMPINO,CIAMPINO,,CIAMPINO,41.804298,12.599523
1110,CINISI TERRASINI,CINISI TERRASINI,,CINISI TERRASINI,38.155532,13.096752
5039,CIRIE',CIRIE,,CIRIE,45.230464,7.601685
46,CIRO',CIRO,,CIRO,39.368734,17.116899
1111,CISANO CAPRINO BERGAMASCO,CISANO CAPRINO BERGAMASCO,,CISANO CAPRINO BERGAMASCO,45.739542,9.474396
1112,CISMON DEL GRAPPA,CISMON DEL GRAPPA,,CISMON DEL GRAPPA,45.919614,11.729331
1113,CISTERNA DI LATINA,CISTERNA DI LATINA,,CISTERNA DI LATINA,41.587281,12.826725
1114,CISTERNINO,CISTERNINO,,CISTERNINO,40.816456,17.456862
1117,CITTADELLA,CITTADELLA,,CITTADELLA,45.643996,11.789748
1118,CITTADUCALE,CITTADUCALE,,CITTADUCALE,42.387833,12.942731
5419,CITTA' DI CASTELLO,CITTA DI CASTELLO,,CITTA DI CASTELLO,43.454581,12.247167
1119,CIVATE,CIVATE,,CIVATE,45.8313,9.35269
5074,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI,CIVIDALE,CIVIDALE,46.095,13.4242
1120,CIVITA CASTELLANA-MAGLIANO,CIVITA CASTELLANA MAGLIANO,,CIVITA CASTELLANA MAGLIANO,42.3466,12.454
1121,CIVITA D'ANTINO-MORINO,CIVITA D ANTINO MORINO,,CIVITA D ANTINO MORINO,41.89944,13.43641
1122,CIVITANOVA MARCHE-MONTEGRANARO,CIVITANOVA MARCHE MONTEGRANARO,,CIVITANOVA MARCHE MONTEGRANARO,43.309129,13.725782
1123,CIVITAVECCHIA,CIVITAVECCHIA,,CIVITAVECCHIA,42.087854,11.799276
1125,CIVITELLA ROVETO,CIVITELLA ROVETO,,CIVITELLA ROVETO,41.91598,13.42511
1124,CIVITELLA PAGANICO,CIVITELLA PAGANICO,,CIVITELLA PAGANICO,42.940355,11.283323
1127,CLASSE,CLASSE,,CLASSE,44.382144,12.235127
1128,COCCAGLIO,COCCAGLIO,,COCCAGLIO,45.560881,9.977666
1129,COCCONATO,COCCONATO,,COCCONATO,45.083648,8.06942
1130,COCULLO,COCULLO,,COCULLO,42.040742,13.776634
1134,CODOGNO,CODOGNO,,CODOGNO,45.154875,9.701464
1135,CODOLA,CODOLA,,CODOLA,40.767572,14.665784
1136,CODROIPO,CODROIPO,,CODROIPO,45.96572,12.976728
232,COGOLETO,COGOLETO,,COGOLETO,44.389794,8.643919
1139,COLICO,COLICO,,COLICO,46.138,9.37529
1141,COLLE ISARCO,COLLE ISARCO,COLLE ISARCO GOSSENSASS,COLLE ISARCO GOSSENSASS,46.938011,11.44138
1142,COLLE MATTIA,COLLE MATTIA,,COLLE MATTIA,41.832731,12.728365
1144,COLLECCHIO,COLLECCHIO,,COLLECCHIO,44.755151,10.212285
1145,COLLEFERRO-SEGNI-PALIANO,COLLEFERRO SEGNI PALIANO,,COLLEFERRO SEGNI PALIANO,41.740097,13.002941
1146,COLLEGNO,COLLEGNO,,COLLEGNO,45.078862,7.574301
5450,COLLEVALENZA R.R.,COLLEVALENZA R R,COLLEVALENZA ROSCETO ROSARNO,COLLEVALENZA ROSCETO ROSARNO,42.726991,12.469872
1148,COLLEVECCHIO-POGGIO SOMMAVILLA,COLLEVECCHIO POGGIO SOMMAVILLA,,COLLEVECCHIO POGGIO SOMMAVILLA,42.297653,12.522881
2333,COLLI DEL TRONTO,COLLI DEL TRONTO,,COLLI DEL TRONTO,42.86706,13.748419
1149,COLLI DI MONTE BOVE,COLLI DI MONTE BOVE,,COLLI DI MONTE BOVE,42.097284,13.150598
1151,COLOGNE,COLOGNE,,COLOGNE,45.5767,9.93551
1153,COLORNO,COLORNO,,COLORNO,44.9279,10.3828
1154,COMIGNAGO,COMIGNAGO,,COMIGNAGO,45.7143,8.56611
1155,COMISO,COMISO,,COMISO,36.947283,14.60054
1158,COMO S.GIOVANNI,COMO SAN GIOVANNI,,COMO SAN GIOVANNI,45.80902,9.072796
1159,COMPIOBBI,COMPIOBBI,,COMPIOBBI,43.781916,11.358418
48,CONDOFURI,CONDOFURI,,CONDOFURI,37.927817,15.874869
1162,CONDOVE-CHIUSA S.MICHELE,CONDOVE CHIUSA SAN MICHELE,,CONDOVE CHIUSA SAN MICHELE,45.106603,7.318378
1163,CONEGLIANO,CONEGLIANO,,CONEGLIANO,45.884664,12.299104
1166,CONSELICE,CONSELICE,,CONSELICE,44.511085,11.832105
1167,CONTEA LONDA,CONTEA LONDA,,CONTEA LONDA,43.866747,11.531524
1168,CONTESSE,CONTESSE,,CONTESSE,38.150822,15.535876
1169,CONTIGLIANO,CONTIGLIANO,,CONTIGLIANO,42.412095,12.779128
1170,CONTURSI TERME,CONTURSI TERME,,CONTURSI TERME,40.63,15.2363
1174,CORBETTA-S.STEFANO TICINO,CORBETTA SAN STEFANO TICINO,CORBETTA SANTO STEFANO TICINO,CORBETTA SANTO STEFANO TICINO,45.480994,8.918189
1175,CORBEZZI,CORBEZZI,,CORBEZZI,43.994107,10.919718
1178,CORDOVADO SESTO,CORDOVADO SESTO,,CORDOVADO SESTO,45.850613,12.87782
49,CORIGLIANO CALABRO,CORIGLIANO CALABRO,,CORIGLIANO CALABRO,39.628109,16.514874
1180,CORMONS,CORMONS,,CORMONS,45.957566,13.461517
233,CORNIGLIA,CORNIGLIA,,CORNIGLIA,44.118688,9.71555
1182,CORNINO,CORNINO,,CORNINO,46.218011,13.00793
1183,CORNUDA,CORNUDA,,CORNUDA,45.833938,12.013103
1185,CORRIDONIA MOGLIANO,CORRIDONIA MOGLIANO,,CORRIDONIA MOGLIANO,43.28164,13.477607
1186,CORSANO,CORSANO,,CORSANO,41.164167,14.958056
1187,CORSICO,CORSICO,,CORSICO,45.4361,9.1093
1188,CORTEOLONA,CORTEOLONA,,CORTEOLONA,45.1597,9.37551
50,COSENZA,COSENZA,,COSENZA,39.318979,16.260506
1189,COSIO TRAONA,COSIO TRAONA,,COSIO TRAONA,46.1355,9.52521
1190,COSSATO,COSSATO,,COSSATO,45.563875,8.176597
1192,COSTA,COSTA,,COSTA,45.045952,11.696324
1193,COSTA MASNAGA,COSTA MASNAGA,,COSTA MASNAGA,45.7635,9.28489
1194,COSTIGLIOLE (MOTTA DI),COSTIGLIOLE MOTTA DI,,COSTIGLIOLE MOTTA DI,44.808469,8.147182
1196,COSTIGLIOLE SALUZZO,COSTIGLIOLE SALUZZO,,COSTIGLIOLE SALUZZO,44.570278,7.481667
1195,COSTIGLIOLE D`ASTI,COSTIGLIOLE D ASTI,,COSTIGLIOLE D ASTI,44.757537,8.200833
1197,COTIGNOLA,COTIGNOLA,,COTIGNOLA,44.384778,11.936605
1201,CREMA,CREMA,,CREMA,45.3667,9.69419
1202,CREMONA,CREMONA,,CREMONA,45.143306,10.01828
1203,CRESCENTINO,CRESCENTINO,,CRESCENTINO,45.194346,8.107299
1205,CRESSA FONTANETO,CRESSA FONTANETO,,CRESSA FONTANETO,45.646207,8.498572
1206,CREVALCORE,CREVALCORE,,CREVALCORE,44.71915,11.152997
51,CROPANI,CROPANI,,CROPANI,38.922141,16.813495
52,CROTONE,CROTONE,,CROTONE,39.084073,17.10782
53,CRUCOLI,CRUCOLI,,CRUCOLI,39.449457,17.040662
1208,CUCCIAGO,CUCCIAGO,,CUCCIAGO,45.738311,9.083455
1211,CUNEO,CUNEO,,CUNEO,44.387897,7.535953
1212,CUNEO GESSO,CUNEO GESSO,,CUNEO GESSO,44.3942,7.55587
1213,CUNICO SCANDELUZZA,CUNICO SCANDELUZZA,,CUNICO SCANDELUZZA,45.036667,8.109722
1215,CUPRAMARITTIMA,CUPRAMARITTIMA,,CUPRAMARITTIMA,43.023406,13.860835
1216,CUREGGIO,CUREGGIO,,CUREGGIO,45.6725,8.4566
1217,CUSANO,CUSANO,,CUSANO,45.945458,12.757329
55,CUTRO,CUTRO,,CUTRO,39.025562,16.962932
1218,CUZZAGO (MI),CUZZAGO MI,CUZZAGO,CUZZAGO,45.993757,8.372184
3208,CUZZAGO (NO),CUZZAGO NO,CUZZAGO,CUZZAGO,45.993757,8.372184
778,CA` DI BOSCHETTI,CA DI BOSCHETTI,,CA DI BOSCHETTI,44.11832,9.864097
1223,DECIMOMANNU,DECIMOMANNU,,DECIMOMANNU,39.304551,8.965966
1224,DEGO,DEGO,,DEGO,44.448008,8.308369
234,DEIVA MARINA,DEIVA MARINA,,DEIVA MARINA,44.217228,9.519082
1225,DELEBIO,DELEBIO,,DELEBIO,46.1386,9.46128
1227,DERBY,DERBY,,DERBY,45.7304,7.0865
5441,DERUTA,DERUTA,DERUTA SAN NICOLO,DERUTA SAN NICOLO,43.009973,12.397392
1228,DERVIO,DERVIO,,DERVIO,46.0777,9.3062
1229,DESENZANO DEL GARDA-SIRMIONE,DESENZANO DEL GARDA SIRMIONE,,DESENZANO DEL GARDA SIRMIONE,45.462665,10.536274
1230,DESIO,DESIO,,DESIO,45.617837,9.217916
56,DIAMANTE BUONVICINO,DIAMANTE BUONVICINO,,DIAMANTE BUONVICINO,39.67719,15.824044
4502,DIANO,DIANO,DIANO MARINA,DIANO MARINA,43.909662,8.078515
1240,DICOMANO,DICOMANO,,DICOMANO,43.892987,11.519415
1241,DIECIMO-PESCAGLIA,DIECIMO PESCAGLIA,,DIECIMO PESCAGLIA,43.959381,10.507751
1246,DITTAINO,DITTAINO,,DITTAINO,37.566154,14.457288
1247,DOBBIACO,DOBBIACO,DOBBIACO TOBLACH,DOBBIACO TOBLACH,46.72485,12.225509
5413,LA DOGANA,LA DOGANA,DOGNA,DOGNA,46.442606,13.316134
1250,PC DOLCE',PC DOLCE,DOLCE,DOLCE,45.601594,10.850744
1251,DOLO,DOLO,,DOLO,45.453442,12.071748
1252,DOMEGLIARA-S.AMBROGIO,DOMEGLIARA SAN AMBROGIO,DOMEGLIARA SANT AMBROGIO,DOMEGLIARA SANT AMBROGIO,45.522462,10.820423
